Image,Neoplastic,Inflammatory,Connective,Dead,Epithelial
1_1133.png,21,0,9,0,0
1_1134.png,37,0,0,0,0
1_1135.png,26,0,6,0,0
1_1136.png,34,0,0,0,0
1_1137.png,32,0,2,0,0
1_1138.png,35,0,2,0,0
1_1139.png,33,0,2,0,0
1_114.png,28,0,3,0,0
1_1140.png,17,0,15,0,0
1_1141.png,28,0,2,0,0
1_1142.png,38,0,0,0,0
1_1143.png,9,0,32,0,0
1_1144.png,19,0,25,0,0
1_1145.png,29,0,10,0,0
1_1146.png,21,0,13,0,0
1_1147.png,0,0,0,0,0
1_1148.png,0,0,0,0,0
1_1149.png,0,0,0,0,0
1_115.png,26,0,7,0,0
1_1150.png,0,3,0,0,0
1_1151.png,0,5,0,0,0
1_1152.png,0,0,0,0,0
1_1153.png,0,4,0,0,0
1_1154.png,0,1,0,0,0
1_1155.png,0,0,0,0,0
1_1156.png,0,5,0,0,0
1_1157.png,0,1,1,0,0
1_1158.png,0,0,0,0,0
1_1159.png,0,2,0,0,0
1_116.png,49,1,0,0,0
1_1160.png,0,0,0,0,0
1_1161.png,0,0,0,0,0
1_1162.png,0,3,0,0,0
1_1163.png,0,7,1,0,0
1_1164.png,0,0,0,0,0
1_1165.png,0,1,0,0,0
1_1166.png,0,0,0,0,0
1_1167.png,0,1,0,0,0
1_1168.png,0,2,0,0,0
1_1169.png,0,5,0,0,0
1_117.png,0,69,3,0,0
1_1170.png,0,2,0,0,0
1_1171.png,26,1,6,0,0
1_1172.png,19,0,3,0,0
1_1173.png,19,0,4,0,0
1_1174.png,22,2,2,0,0
1_1175.png,26,1,4,0,0
1_1176.png,24,1,5,0,0
1_1177.png,19,0,3,0,0
1_1178.png,15,0,2,0,0
1_1179.png,26,1,3,0,0
1_118.png,0,36,14,0,0
1_1180.png,20,2,4,0,0
1_1181.png,21,0,7,0,0
1_1182.png,20,1,4,0,0
1_1183.png,17,1,5,0,0
1_1184.png,21,1,3,0,0
1_1185.png,16,0,4,0,0
1_1186.png,1,0,8,0,0
1_1187.png,16,1,8,0,0
1_1188.png,10,0,6,0,0
1_1189.png,0,0,1,0,0
1_119.png,9,48,3,0,0
1_1190.png,0,0,6,0,0
1_1191.png,6,0,0,0,0
1_1192.png,7,0,0,0,0
1_1193.png,11,0,6,0,0
1_1194.png,11,0,0,0,0
1_1195.png,11,0,1,0,0
1_1196.png,12,0,0,0,0
1_1197.png,13,0,0,0,0
1_1198.png,15,0,0,0,0
1_1199.png,15,0,0,0,0
1_12.png,7,0,2,0,0
1_120.png,2,58,3,0,0
1_1200.png,12,0,2,0,0
1_1201.png,9,1,3,0,0
1_1202.png,16,0,2,0,0
1_1203.png,9,0,4,0,0
1_1204.png,6,0,2,0,0
1_1205.png,6,0,0,0,0
1_1206.png,12,0,0,0,0
1_1207.png,10,3,0,0,0
1_1208.png,12,0,2,0,0
1_1209.png,14,0,0,0,0
1_121.png,29,2,5,0,0
1_1210.png,14,0,0,0,0
1_1211.png,7,0,0,0,0
1_1212.png,10,0,6,0,0
1_1213.png,6,0,4,0,0
1_1214.png,6,0,1,0,0
1_1215.png,8,0,3,0,0
1_1216.png,6,0,3,0,0
1_1217.png,10,2,0,0,0
1_1218.png,19,0,2,0,0
1_1219.png,8,0,0,0,0
1_122.png,28,9,2,0,0
1_1220.png,10,0,0,0,0
1_1221.png,9,0,4,0,0
1_1222.png,14,0,0,0,0
1_1223.png,15,0,0,0,0
1_1224.png,13,0,0,0,0
1_1225.png,10,0,1,0,0
1_1226.png,11,0,1,0,0
1_1227.png,15,0,0,0,0
1_1228.png,10,0,0,0,0
1_1229.png,11,0,1,0,0
1_123.png,0,1,11,0,18
1_1230.png,12,0,0,0,0
1_1231.png,15,1,1,0,0
1_1232.png,20,0,0,0,0
1_1233.png,6,2,8,0,0
1_1234.png,14,1,0,0,0
1_1235.png,9,0,3,0,0
1_1236.png,13,0,4,0,0
1_1237.png,2,0,11,0,0
1_1238.png,0,0,1,0,12
1_1239.png,0,0,4,0,4
1_124.png,0,0,8,0,29
1_1240.png,0,4,3,0,10
1_1241.png,0,0,0,0,5
1_1242.png,0,0,0,0,8
1_1243.png,0,4,6,0,7
1_1244.png,0,1,0,0,6
1_1245.png,0,6,14,0,12
1_1246.png,0,0,11,0,0
1_1247.png,0,0,9,0,0
1_1248.png,4,0,4,0,0
1_1249.png,13,0,2,0,0
1_125.png,0,1,6,0,29
1_1250.png,15,0,5,0,0
1_1251.png,0,0,11,0,0
1_1252.png,21,0,0,0,0
1_1253.png,11,0,9,0,0
1_1254.png,2,0,7,0,0
1_1255.png,25,1,1,0,0
1_1256.png,0,0,12,0,0
1_1257.png,2,0,11,0,0
1_1258.png,21,1,1,0,0
1_1259.png,18,0,3,0,0
1_126.png,0,2,12,0,11
1_1260.png,3,0,5,0,0
1_1261.png,14,0,3,0,0
1_1262.png,11,0,7,0,0
1_1263.png,0,0,6,0,0
1_1264.png,0,0,0,0,25
1_1265.png,0,1,2,0,14
1_1266.png,0,0,1,0,14
1_1267.png,0,1,3,0,21
1_1268.png,1,0,2,0,23
1_1269.png,0,0,3,0,26
1_127.png,0,0,10,0,22
1_1270.png,0,0,2,0,19
1_1271.png,0,0,3,0,21
1_1272.png,0,0,5,0,34
1_1273.png,0,4,10,0,17
1_1274.png,0,2,6,0,23
1_1275.png,0,2,6,0,23
1_1276.png,0,1,3,0,37
1_1277.png,0,1,5,0,27
1_1278.png,0,4,10,0,5
1_1279.png,0,10,9,0,33
1_128.png,0,2,10,0,27
1_1280.png,0,21,24,0,14
1_1281.png,0,0,29,0,0
1_1282.png,0,0,12,0,0
1_1283.png,0,0,11,0,0
1_1284.png,0,7,12,0,0
1_1285.png,0,1,13,0,0
1_1286.png,0,6,14,0,0
1_1287.png,0,4,16,0,0
1_1288.png,0,0,10,0,0
1_1289.png,0,0,17,0,0
1_129.png,0,2,12,0,35
1_1290.png,1,1,7,0,0
1_1291.png,29,0,5,0,0
1_1292.png,6,0,4,0,0
1_1293.png,0,1,8,0,0
1_1294.png,16,1,3,0,0
1_1295.png,0,1,18,0,0
1_1296.png,0,1,26,0,0
1_1297.png,17,0,1,0,0
1_1298.png,0,1,24,0,0
1_1299.png,0,1,14,0,0
1_13.png,3,0,6,0,0
1_130.png,0,1,12,0,6
1_1300.png,32,1,3,0,0
1_1301.png,21,1,3,0,0
1_1302.png,12,2,9,0,0
1_1303.png,11,1,2,0,0
1_1304.png,0,0,12,0,0
1_1305.png,12,7,0,0,0
1_1306.png,13,1,0,0,0
1_1307.png,1,1,12,0,0
1_1308.png,10,0,7,0,0
1_1309.png,19,1,0,0,0
1_131.png,0,2,2,0,45
1_1310.png,9,0,6,0,0
1_1311.png,5,0,13,0,0
1_1312.png,9,0,3,0,0
1_1313.png,13,2,1,0,0
1_1314.png,16,0,2,0,0
1_1315.png,13,0,7,0,0
1_1316.png,13,0,1,0,0
1_1317.png,17,2,2,0,0
1_1318.png,13,1,5,0,0
1_1319.png,14,8,4,0,0
1_132.png,0,0,17,0,13
1_1320.png,21,1,3,0,0
1_1321.png,19,2,0,0,0
1_1322.png,24,3,0,0,0
1_1323.png,18,5,2,0,0
1_1324.png,16,4,0,0,0
1_1325.png,13,5,0,0,0
1_1326.png,14,3,3,0,0
1_1327.png,18,3,0,0,0
1_1328.png,18,7,0,0,0
1_1329.png,16,4,2,0,0
1_133.png,0,1,3,0,1
1_1330.png,7,9,4,0,0
1_1331.png,21,9,0,0,0
1_1332.png,22,4,0,0,0
1_1333.png,11,7,2,0,0
1_1334.png,18,5,6,0,0
1_1335.png,18,6,0,0,0
1_1336.png,15,3,0,0,0
1_1337.png,4,13,14,0,0
1_1338.png,22,5,0,0,0
1_1339.png,20,10,1,0,0
1_134.png,0,0,5,0,8
1_1340.png,8,9,11,0,0
1_1341.png,18,4,3,0,0
1_1342.png,22,9,6,0,0
1_1343.png,19,3,4,0,0
1_1344.png,32,1,1,1,0
1_1345.png,52,0,0,0,0
1_1346.png,0,6,0,0,0
1_1347.png,17,9,2,0,0
1_1348.png,61,0,0,0,0
1_1349.png,39,0,0,7,0
1_135.png,0,1,5,0,30
1_1350.png,0,14,3,0,0
1_1351.png,48,1,0,0,0
1_1352.png,74,0,0,0,0
1_1353.png,0,15,5,0,0
1_1354.png,0,17,3,0,0
1_1355.png,0,9,3,0,0
1_1356.png,0,35,4,0,0
1_1357.png,0,27,0,0,0
1_1358.png,0,23,4,0,0
1_1359.png,1,10,3,0,0
1_136.png,0,3,14,0,15
1_1360.png,24,8,2,0,0
1_1361.png,0,13,7,0,0
1_1362.png,0,16,7,0,0
1_1363.png,0,10,4,0,0
1_1364.png,0,13,4,0,0
1_1365.png,0,10,7,0,0
1_1366.png,0,9,5,0,0
1_1367.png,0,19,6,0,0
1_1368.png,0,19,2,0,0
1_1369.png,14,14,3,0,0
1_137.png,0,1,4,0,18
1_1370.png,5,1,7,0,0
1_1371.png,0,2,9,0,0
1_1372.png,15,1,2,0,0
1_1373.png,3,0,10,0,0
1_1374.png,22,2,5,0,0
1_1375.png,8,1,6,0,0
1_1376.png,8,2,1,0,0
1_1377.png,15,2,15,0,0
1_1378.png,5,2,11,0,0
1_1379.png,11,1,2,0,0
1_138.png,0,0,7,0,29
1_1380.png,7,2,4,0,0
1_1381.png,14,1,0,0,0
1_1382.png,7,4,7,0,0
1_1383.png,9,8,8,0,0
1_1384.png,15,2,4,0,0
1_1385.png,9,0,11,0,0
1_1386.png,0,1,12,0,0
1_1387.png,11,2,7,0,0
1_1388.png,21,0,0,0,0
1_1389.png,16,0,0,0,0
1_139.png,0,0,2,0,38
1_1390.png,13,0,0,0,0
1_1391.png,22,0,1,0,0
1_1392.png,7,0,0,0,0
1_1393.png,15,0,1,0,0
1_1394.png,15,0,1,0,0
1_1395.png,16,0,0,0,0
1_1396.png,19,0,0,0,0
1_1397.png,17,0,0,0,0
1_1398.png,13,0,0,0,0
1_1399.png,20,0,2,0,0
1_14.png,5,1,3,0,0
1_140.png,0,1,9,0,0
1_1400.png,5,0,0,0,0
1_1401.png,21,0,0,0,0
1_1402.png,24,0,0,0,0
1_1403.png,11,0,0,0,0
1_1404.png,14,0,0,0,0
1_1405.png,7,0,0,0,0
1_1406.png,17,0,0,0,0
1_1407.png,12,0,1,0,0
1_1408.png,11,0,1,0,0
1_1409.png,20,0,0,0,0
1_141.png,9,0,2,0,0
1_1410.png,13,0,3,0,0
1_1411.png,23,0,0,0,0
1_1412.png,16,2,2,0,0
1_1413.png,21,4,1,0,0
1_1414.png,2,3,7,0,0
1_1415.png,17,9,3,0,0
1_1416.png,9,7,2,0,0
1_1417.png,22,0,2,0,0
1_1418.png,1,12,6,0,0
1_1419.png,0,2,18,0,0
1_142.png,18,0,5,0,0
1_1420.png,9,1,4,0,0
1_1421.png,0,6,13,0,0
1_1422.png,0,4,19,0,0
1_1423.png,5,2,13,0,0
1_1424.png,0,4,12,0,0
1_1425.png,0,3,14,0,15
1_1426.png,0,1,0,0,25
1_1427.png,0,1,4,0,38
1_1428.png,0,2,4,0,36
1_1429.png,0,0,0,0,14
1_143.png,26,1,3,0,0
1_1430.png,0,0,0,0,3
1_1431.png,0,5,7,0,15
1_1432.png,0,0,0,0,0
1_1433.png,0,0,0,0,0
1_1434.png,0,0,1,0,19
1_1435.png,0,4,18,0,2
1_1436.png,0,4,12,0,20
1_1437.png,0,0,0,0,32
1_1438.png,0,7,6,0,22
1_1439.png,0,8,16,0,0
1_144.png,17,1,2,0,0
1_1440.png,5,10,12,0,0
1_1441.png,10,12,4,0,0
1_1442.png,12,15,9,0,0
1_1443.png,0,2,16,0,0
1_1444.png,0,1,25,0,9
1_1445.png,0,1,18,0,15
1_1446.png,39,0,2,0,0
1_1447.png,8,0,5,0,0
1_1448.png,34,0,2,0,0
1_1449.png,23,0,7,0,0
1_145.png,6,0,3,0,0
1_1450.png,21,0,7,0,0
1_1451.png,13,0,9,0,0
1_1452.png,9,0,11,0,0
1_1453.png,13,0,6,0,0
1_1454.png,14,0,2,0,0
1_1455.png,6,1,11,0,0
1_1456.png,50,0,0,0,0
1_1457.png,16,0,6,0,0
1_1458.png,18,0,11,0,0
1_1459.png,0,1,2,0,0
1_146.png,14,2,2,0,0
1_1460.png,0,3,13,0,0
1_1461.png,0,0,20,0,0
1_1462.png,18,12,8,0,0
1_1463.png,0,27,16,0,0
1_1464.png,0,13,24,0,0
1_1465.png,46,2,1,0,0
1_1466.png,0,24,15,0,0
1_1467.png,23,1,4,0,0
1_1468.png,30,0,2,0,0
1_1469.png,30,0,3,0,0
1_147.png,12,0,1,0,0
1_1470.png,30,1,0,0,0
1_1471.png,31,0,0,0,0
1_1472.png,5,5,17,0,0
1_1473.png,20,26,4,0,0
1_1474.png,23,0,2,0,0
1_1475.png,10,1,5,0,0
1_1476.png,6,1,5,0,0
1_1477.png,5,13,13,0,0
1_1478.png,0,19,14,0,0
1_1479.png,0,21,14,0,22
1_148.png,0,0,2,0,15
1_1480.png,0,3,9,0,34
1_1481.png,67,0,0,3,0
1_1482.png,7,0,0,68,0
1_1483.png,0,14,35,0,20
1_1484.png,0,5,5,0,14
1_1485.png,0,31,56,0,0
1_1486.png,0,97,57,0,0
1_1487.png,0,104,85,0,0
1_1488.png,45,1,1,0,0
1_1489.png,28,1,3,0,0
1_149.png,0,0,0,0,37
1_1490.png,59,1,0,0,0
1_1491.png,54,0,1,0,0
1_1492.png,27,2,7,0,0
1_1493.png,33,0,2,0,0
1_1494.png,0,10,50,0,0
1_1495.png,0,10,50,0,0
1_1496.png,0,0,23,0,0
1_1497.png,0,0,20,0,0
1_1498.png,0,0,12,0,0
1_1499.png,0,0,12,0,0
1_15.png,4,0,8,0,0
1_150.png,0,0,11,0,27
1_1500.png,47,0,3,0,0
1_1501.png,4,1,18,0,0
1_1502.png,32,0,1,0,0
1_1503.png,30,0,0,2,0
1_1504.png,3,7,49,0,0
1_1505.png,1,14,32,0,0
1_1506.png,8,26,57,0,0
1_1507.png,0,5,28,0,0
1_1508.png,54,5,11,0,0
1_1509.png,0,5,18,0,0
1_151.png,0,3,4,0,19
1_1510.png,0,3,21,0,0
1_1511.png,0,0,14,0,0
1_1512.png,0,0,0,0,0
1_1513.png,79,0,0,0,0
1_1514.png,59,0,3,0,0
1_1515.png,32,0,0,0,0
1_1516.png,59,1,1,0,0
1_1517.png,51,2,2,0,0
1_1518.png,0,7,23,0,0
1_1519.png,0,9,34,0,0
1_152.png,0,1,0,0,33
1_1520.png,28,0,2,0,0
1_1521.png,35,0,6,0,0
1_1522.png,32,0,8,0,0
1_1523.png,24,0,1,0,0
1_1524.png,23,2,0,0,0
1_1525.png,23,0,0,0,0
1_1526.png,0,8,15,0,0
1_1527.png,0,1,0,0,0
1_1528.png,0,0,4,0,0
1_1529.png,0,8,6,0,0
1_153.png,12,4,0,0,0
1_1530.png,0,1,1,0,0
1_1531.png,0,2,14,0,0
1_1532.png,7,0,1,0,0
1_1533.png,15,0,0,0,0
1_1534.png,11,0,0,0,0
1_1535.png,15,0,0,0,0
1_1536.png,11,1,0,0,0
1_1537.png,11,0,0,0,0
1_1538.png,9,0,0,0,0
1_1539.png,8,0,0,0,0
1_154.png,1,9,5,0,0
1_1540.png,23,0,0,0,0
1_1541.png,17,0,2,0,0
1_1542.png,0,0,0,0,3
1_1543.png,0,0,2,0,3
1_1544.png,0,0,4,0,1
1_1545.png,0,0,4,0,0
1_1546.png,0,0,4,0,0
1_1547.png,0,0,7,0,0
1_1548.png,0,4,28,0,0
1_1549.png,6,0,0,0,0
1_155.png,8,3,1,0,0
1_1550.png,7,0,0,0,0
1_1551.png,6,0,0,0,0
1_1552.png,11,0,0,0,0
1_1553.png,11,0,2,0,0
1_1554.png,8,0,0,0,0
1_1555.png,8,0,4,0,0
1_1556.png,9,0,0,0,0
1_1557.png,12,2,4,0,0
1_1558.png,19,2,1,0,0
1_1559.png,14,0,4,0,0
1_156.png,4,7,5,0,0
1_1560.png,17,3,4,0,0
1_1561.png,7,2,2,0,0
1_1562.png,11,1,1,0,0
1_1563.png,14,0,6,0,0
1_1564.png,18,1,2,0,0
1_1565.png,8,0,7,0,0
1_1566.png,10,0,8,0,0
1_1567.png,1,1,1,0,0
1_1568.png,5,0,3,0,0
1_1569.png,2,1,0,0,0
1_157.png,6,5,4,0,0
1_1570.png,23,1,2,0,0
1_1571.png,15,0,4,0,0
1_1572.png,2,0,9,0,0
1_1573.png,18,1,4,0,0
1_1574.png,0,0,2,0,0
1_1575.png,0,0,4,0,0
1_1576.png,0,0,1,0,0
1_1577.png,0,0,2,0,0
1_1578.png,0,0,0,0,0
1_1579.png,0,0,4,0,0
1_158.png,0,1,5,0,0
1_1580.png,0,9,21,0,0
1_1581.png,0,11,21,0,0
1_1582.png,0,7,18,0,1
1_1583.png,0,5,15,0,1
1_1584.png,0,20,14,0,14
1_1585.png,2,0,14,0,0
1_1586.png,2,0,9,0,0
1_1587.png,1,4,9,0,0
1_1588.png,5,2,16,0,0
1_1589.png,2,3,10,0,0
1_159.png,0,1,9,0,8
1_1590.png,2,0,7,0,0
1_1591.png,14,0,2,0,0
1_1592.png,9,0,6,0,0
1_1593.png,0,3,15,0,0
1_1594.png,0,0,10,0,0
1_1595.png,0,2,22,0,0
1_1596.png,0,5,5,0,9
1_1597.png,0,10,8,0,2
1_1598.png,0,3,4,0,7
1_1599.png,0,0,7,0,10
1_16.png,7,1,4,0,0
1_160.png,0,1,11,0,9
1_1600.png,0,0,1,0,9
1_1601.png,0,5,5,0,10
1_1602.png,0,4,4,0,14
1_1603.png,0,0,6,0,9
1_1604.png,0,5,10,0,0
1_1605.png,0,4,22,0,0
1_1606.png,0,10,33,0,0
1_1607.png,21,0,7,0,0
1_1608.png,21,0,14,0,0
1_1609.png,21,1,8,0,0
1_161.png,0,2,1,0,30
1_1610.png,16,1,16,0,0
1_1611.png,20,1,14,0,0
1_1612.png,27,1,9,0,0
1_1613.png,23,0,11,0,0
1_1614.png,0,0,0,0,0
1_1615.png,0,0,0,0,0
1_1616.png,0,0,0,0,0
1_1617.png,0,0,0,0,0
1_1618.png,0,0,0,0,0
1_1619.png,0,0,0,0,0
1_162.png,0,2,6,0,24
1_1620.png,0,0,0,0,0
1_1621.png,8,11,12,0,0
1_1622.png,21,8,7,0,0
1_1623.png,11,14,22,0,0
1_1624.png,22,6,7,0,0
1_1625.png,28,4,2,0,0
1_1626.png,28,6,0,0,0
1_1627.png,13,17,2,0,0
1_1628.png,0,2,3,0,0
1_1629.png,0,0,0,0,0
1_163.png,0,1,7,0,15
1_1630.png,0,3,9,0,0
1_1631.png,0,0,2,0,0
1_1632.png,0,0,0,0,0
1_1633.png,6,2,0,0,0
1_1634.png,4,19,10,0,0
1_1635.png,13,3,0,0,0
1_1636.png,9,15,2,0,0
1_1637.png,1,89,7,0,0
1_1638.png,0,63,13,0,0
1_1639.png,18,0,1,0,0
1_164.png,0,1,4,0,2
1_1640.png,12,1,3,0,0
1_1641.png,12,1,1,0,0
1_1642.png,24,0,0,0,0
1_1643.png,1,2,12,0,0
1_1644.png,0,9,17,0,0
1_1645.png,0,6,8,0,0
1_1646.png,0,6,11,0,0
1_1647.png,0,13,17,0,0
1_1648.png,4,31,17,0,0
1_1649.png,3,25,11,0,0
1_165.png,0,1,14,0,5
1_1650.png,0,9,17,0,0
1_1651.png,0,29,9,0,0
1_1652.png,0,5,17,0,0
1_1653.png,0,3,18,0,0
1_1654.png,0,12,12,0,0
1_1655.png,0,1,8,0,0
1_1656.png,0,1,6,0,10
1_1657.png,0,0,20,0,1
1_1658.png,0,1,18,0,0
1_1659.png,0,4,12,0,0
1_166.png,0,0,5,0,31
1_1660.png,23,1,4,0,0
1_1661.png,18,0,0,0,0
1_1662.png,30,0,0,0,0
1_1663.png,0,1,11,0,0
1_1664.png,0,0,5,0,0
1_1665.png,0,0,8,0,0
1_1666.png,0,1,16,0,0
1_1667.png,0,0,7,0,0
1_1668.png,0,0,8,0,0
1_1669.png,0,0,12,0,0
1_167.png,0,2,7,0,30
1_1670.png,0,0,13,0,0
1_1671.png,0,0,8,0,0
1_1672.png,0,0,8,0,0
1_1673.png,0,0,8,0,0
1_1674.png,0,0,7,0,0
1_1675.png,0,2,2,0,0
1_1676.png,0,0,9,0,0
1_1677.png,0,0,8,0,0
1_1678.png,0,1,3,0,0
1_1679.png,0,0,2,0,0
1_168.png,0,4,12,0,15
1_1680.png,0,0,1,0,0
1_1681.png,0,3,4,0,0
1_1682.png,0,0,2,0,0
1_1683.png,0,0,0,0,20
1_1684.png,0,0,6,0,28
1_1685.png,0,2,10,0,2
1_1686.png,0,2,18,0,0
1_1687.png,8,5,13,0,0
1_1688.png,15,0,0,0,0
1_1689.png,0,3,22,0,0
1_169.png,0,1,10,0,18
1_1690.png,0,8,24,0,0
1_1691.png,2,10,13,0,0
1_1692.png,3,6,9,0,0
1_1693.png,10,7,4,0,0
1_1694.png,5,1,17,0,0
1_1695.png,4,0,15,0,0
1_1696.png,18,0,0,0,0
1_1697.png,11,1,0,6,0
1_1698.png,27,0,0,0,0
1_1699.png,24,0,0,0,0
1_17.png,10,1,6,0,0
1_170.png,0,1,3,0,27
1_1700.png,22,1,0,0,0
1_1701.png,22,0,0,0,0
1_1702.png,21,0,0,0,0
1_1703.png,16,0,0,0,0
1_1704.png,0,0,0,0,0
1_1705.png,0,0,0,0,0
1_1706.png,0,1,1,0,0
1_1707.png,0,0,0,0,0
1_1708.png,0,0,0,0,0
1_1709.png,0,0,0,0,0
1_171.png,0,0,7,0,20
1_1710.png,15,0,0,0,0
1_1711.png,12,0,0,0,0
1_1712.png,13,0,2,0,0
1_1713.png,19,0,0,0,0
1_1714.png,21,0,0,0,0
1_1715.png,19,0,2,0,0
1_1716.png,19,1,1,0,0
1_1717.png,19,1,0,0,0
1_1718.png,0,0,8,0,0
1_1719.png,0,1,8,0,0
1_172.png,4,1,1,0,0
1_1720.png,0,0,9,0,0
1_1721.png,0,0,6,0,0
1_1722.png,0,0,12,0,0
1_1723.png,0,0,0,0,0
1_1724.png,0,0,0,0,0
1_1725.png,0,0,0,0,0
1_1726.png,79,0,3,0,0
1_1727.png,83,0,8,0,0
1_1728.png,77,0,13,0,0
1_1729.png,91,1,1,0,0
1_173.png,1,1,2,0,0
1_1730.png,99,0,4,0,0
1_1731.png,79,1,5,0,0
1_1732.png,12,5,19,0,0
1_1733.png,17,2,9,0,0
1_1734.png,21,3,16,0,0
1_1735.png,17,0,11,0,0
1_1736.png,26,0,16,0,0
1_1737.png,38,0,1,0,0
1_1738.png,26,0,11,0,0
1_1739.png,6,2,12,0,0
